storeid,name,state,latitude,longitude
502,Delesseriaceae,IN,40.198988,-85.969526
503,dodecagon,WV,39.135357,-79.971123
504,full,AR,35.752108,-92.908908
505,bricking,NJ,38.972055,-75.76791
506,undimidiate,SD,43.986953,-100.933939
507,fretting,N/A,43.22038,-115.126167
508,pantomorphia,IA,41.85447,-94.461398
509,tastingly,N/A,40.635552,-100.304088
510,viruliferous,LA,29.671169,-92.643289
511,grane,AL,32.238621,-86.634725
512,kneelingly,DE,38.632763,-74.796808
513,petalodontid,KY,38.621066,-83.629553
514,polychaetous,MO,38.301227,-93.123587
515,oversentimentalism,ND,47.470136,-99.485854
516,awkwardness,N/A,43.469355,-106.719711
517,squarson,IN,40.198988,-85.969526
518,boatless,VT,43.425296,-73.085636
519,Ferocactus,IL,40.039841,-89.169822
520,patchword,IL,40.039841,-89.169822
521,floodwater,N/A,36.489038,-87.150089
522,kinetical,IL,40.039841,-89.169822
523,idiomaticalness,ME,45.662978,-68.055975
524,laroid,AZ,33.311094,-111.410962
525,tetartohedron,PA,41.816814,-77.758577
526,huffishly,HI,19.349615,-155.81074
527,operosity,NY,42.27911,-75.091934
528,hyacinthine,NE,40.635552,-100.304088
529,superfrontal,PA,41.816814,-77.758577
530,pelanos,N/A,48.190208,-120.139024
531,caterpillared,ME,45.662978,-68.055975
532,gripment,ND,47.470136,-99.485854
533,unsowed,N/A,40.274536,-83.800318
534,underpetticoated,TX,31.850459,-100.575033
535,Ptiliidae,N/A,42.27911,-75.091934
536,announce,MO,38.301227,-93.123587
537,dihexahedral,CO,38.728398,-105.734071
538,haymaker,MA,42.687335,-70.592981
539,tri,NC,35.806799,-80.785162
540,Protremata,FL,28.4608,-81.728756
541,interclasp,MD,39.961934,-77.585399
542,formaldehyde,ME,45.662978,-68.055975
543,rosewort,LA,29.671169,-92.643289
544,fiddleheaded,MT,47.313333,-109.762502
545,condescend,GA,32.69705,-82.8099
546,epizoon,CT,41.385011,-71.761118
547,street,FL,28.4608,-81.728756
548,beletter,N/A,31.850459,-100.575033
549,homosystemic,PA,41.816814,-77.758577
550,heelpost,NH,44.510675,-70.607969
551,styloglossus,CO,38.728398,-105.734071
552,vassalage,OH,40.274536,-83.800318
553,hamulate,OR,43.923863,-121.494144
554,Umbriel,DE,38.632763,-74.796808
555,ungreen,SC,34.825736,-80.940043
556,mapach,SC,34.825736,-80.940043
557,fuff,OR,43.923863,-121.494144
558,winterward,NV,39.676664,-116.57882
559,overpotent,NH,44.510675,-70.607969
560,iridescent,UT,39.315531,-112.359678
561,cataractine,MN,46.589421,-93.708117
562,trinomialism,N/A,38.301227,-93.123587
563,meadowless,AR,35.752108,-92.908908
564,perimorphism,AL,32.238621,-86.634725
565,grapsoid,N/A,19.349615,-155.81074
566,goddize,NH,44.510675,-70.607969
567,Unitarian,N/A,39.676664,-116.57882
568,Goneril,MO,38.301227,-93.123587
569,partridging,WI,43.74468,-90.21
570,cottontop,OR,43.923863,-121.494144
571,multiplicity,N/A,47.313333,-109.762502
572,lignicoline,N/A,38.728398,-105.734071
573,squawflower,PA,41.816814,-77.758577
574,boatsman,MD,39.961934,-77.585399
575,underoxidize,WI,43.74468,-90.21
576,hebdomader,WY,43.469355,-106.719711
577,arsenotungstates,NE,40.635552,-100.304088
578,hemospasia,NH,44.510675,-70.607969
579,indisturbable,NM,33.911217,-105.86312
580,omphalotomy,VA,38.749076,-77.684586
581,sustentational,GA,32.69705,-82.8099
582,anticytolysin,NH,44.510675,-70.607969
583,Vortumnus,NJ,38.972055,-75.76791
584,serranoid,PA,41.816814,-77.758577
585,adarme,N/A,39.315531,-112.359678
586,pulvillar,WV,39.135357,-79.971123
587,sialagoguic,NC,35.806799,-80.785162
588,humorlessness,AK,65.556618,-153.846065
589,trelliswork,AZ,33.311094,-111.410962
590,Audubonistic,N/A,40.198988,-85.969526
591,complexionist,UT,39.315531,-112.359678
592,chainman,NH,44.510675,-70.607969
593,subtrude,NV,39.676664,-116.57882
594,physicomorphic,N/A,47.470136,-99.485854
595,malleiferous,MS,33.71764,-89.748961
596,Dargo,AR,35.752108,-92.908908
597,shipbuilder,OH,40.274536,-83.800318
598,Norfolk,N/A,34.825736,-80.940043
599,strake,MO,38.301227,-93.123587
600,Tibetan,CT,41.385011,-71.761118
601,catharize,MO,38.301227,-93.123587
602,basellaceous,N/A,38.785134,-98.102382
603,Chailletiaceae,SD,43.986953,-100.933939
604,overheadman,N/A,43.469355,-106.719711
605,detonative,N/A,65.556618,-153.846065
606,scorched,MD,39.961934,-77.585399
607,demicircle,MT,47.313333,-109.762502
608,overgrown,SC,34.825736,-80.940043
609,replum,N/A,32.69705,-82.8099
610,coparent,KY,38.621066,-83.629553
611,besieged,WV,39.135357,-79.971123
612,Pleurodira,CO,38.728398,-105.734071
613,counterweigh,N/A,29.671169,-92.643289
614,Rhaetic,KS,38.785134,-98.102382
615,sextry,ID,43.22038,-115.126167
616,afterproof,KY,38.621066,-83.629553
617,eglestonite,MA,42.687335,-70.592981
618,posteroterminal,PA,41.816814,-77.758577
619,optomeninx,IL,40.039841,-89.169822
620,quinquelobed,SC,34.825736,-80.940043
621,barefoot,OH,40.274536,-83.800318
622,Ailuropus,MS,33.71764,-89.748961
623,howitzer,OH,40.274536,-83.800318
624,zarnich,AZ,33.311094,-111.410962
625,shagpate,N/A,19.349615,-155.81074
626,aetheogamous,AK,65.556618,-153.846065
627,unhoary,OK,35.417152,-96.413291
628,denaturalize,WY,43.469355,-106.719711
629,decurrency,WV,39.135357,-79.971123
630,Paris,FL,28.4608,-81.728756
631,inscrutables,PA,41.816814,-77.758577
632,frontolysis,WA,48.190208,-120.139024
633,workless,AK,65.556618,-153.846065
634,uninfluenceable,NE,40.635552,-100.304088
635,stormingly,CA,37.338709,-118.425692
636,univariant,NM,33.911217,-105.86312
637,poltfooted,CT,41.385011,-71.761118
638,diarchic,MO,38.301227,-93.123587
639,serotinous,CO,38.728398,-105.734071
640,Mesonemertini,MO,38.301227,-93.123587
641,indentured,WA,48.190208,-120.139024
642,phlebotomically,TX,31.850459,-100.575033
643,yees,OR,43.923863,-121.494144
644,Chionaspis,NJ,38.972055,-75.76791
645,jingler,MT,47.313333,-109.762502
646,superableness,IA,41.85447,-94.461398
647,Poduridae,IA,41.85447,-94.461398
648,checkroom,KS,38.785134,-98.102382
649,elapoid,MD,39.961934,-77.585399
650,Romance,AZ,33.311094,-111.410962
651,untranscended,AR,35.752108,-92.908908
652,Proetus,NE,40.635552,-100.304088
653,rumbling,AZ,33.311094,-111.410962
654,sordellina,WY,43.469355,-106.719711
655,manlet,N/A,39.676664,-116.57882
656,thyreohyoid,VA,38.749076,-77.684586
657,fingerfish,N/A,32.238621,-86.634725
658,contractile,CO,38.728398,-105.734071
659,Corimelaenidae,CA,37.338709,-118.425692
660,postdisseizin,SC,34.825736,-80.940043
661,acrolein,OK,35.417152,-96.413291
662,archaeological,SC,34.825736,-80.940043
663,phyllodiniation,N/A,46.589421,-93.708117
664,acutely,NC,35.806799,-80.785162
665,insufferable,TN,36.489038,-87.150089
666,petrolean,AZ,33.311094,-111.410962
667,joom,FL,28.4608,-81.728756
668,tricuspidate,RI,42.23523,-70.950071
669,nirvana,DE,38.632763,-74.796808
670,cephalophine,N/A,45.662978,-68.055975
671,Kantianism,SC,34.825736,-80.940043
672,everybody,MS,33.71764,-89.748961
673,hopscotch,OR,43.923863,-121.494144
674,colegislator,VA,38.749076,-77.684586
675,cumulatist,NV,39.676664,-116.57882
676,hydroptic,NY,42.27911,-75.091934
677,photogalvanography,OH,40.274536,-83.800318
678,Tobiah,MI,43.778586,-84.178101
679,ritardando,MN,46.589421,-93.708117
680,subterhuman,SC,34.825736,-80.940043
681,Arthrogastra,LA,29.671169,-92.643289
682,grandee,UT,39.315531,-112.359678
683,usheress,MI,43.778586,-84.178101
684,polydental,MD,39.961934,-77.585399
685,hemisymmetrical,ND,47.470136,-99.485854
686,sycosis,OR,43.923863,-121.494144
687,memorability,AK,65.556618,-153.846065
688,sacrad,N/A,38.301227,-93.123587
689,melicitose,ME,45.662978,-68.055975
690,angiotrophic,SC,34.825736,-80.940043
691,tricrotic,WI,43.74468,-90.21
692,denominator,N/A,41.816814,-77.758577
693,bombastic,N/A,38.621066,-83.629553
694,urticating,N/A,38.301227,-93.123587
695,Churoya,N/A,40.198988,-85.969526
696,xenosauroid,PA,41.816814,-77.758577
697,bulse,KY,38.621066,-83.629553
698,Paganalian,PA,41.816814,-77.758577
699,Coracias,AK,65.556618,-153.846065
700,sweetheartedness,ID,43.22038,-115.126167
701,pratfall,WA,48.190208,-120.139024
702,easily,IL,40.039841,-89.169822
703,recumbently,NY,42.27911,-75.091934
704,profusively,N/A,43.74468,-90.21
705,Herpestes,N/A,43.778586,-84.178101
706,superseptuaginarian,CO,38.728398,-105.734071
707,Tachyglossidae,OK,35.417152,-96.413291
708,lipophore,KS,38.785134,-98.102382
709,pry,WY,43.469355,-106.719711
710,condyloid,GA,32.69705,-82.8099
711,zoisite,HI,19.349615,-155.81074
712,unrefrigerated,N/A,41.385011,-71.761118
713,wincer,GA,32.69705,-82.8099
714,polysomaty,AK,65.556618,-153.846065
715,unstilled,MI,43.778586,-84.178101
716,baryphonia,WA,48.190208,-120.139024
717,clangful,N/A,19.349615,-155.81074
718,tan,OR,43.923863,-121.494144
719,characinid,KY,38.621066,-83.629553
720,nonhomogeneous,IN,40.198988,-85.969526
721,overworry,MD,39.961934,-77.585399
722,neckatee,AK,65.556618,-153.846065
723,colza,N/A,43.469355,-106.719711
724,Bernie,MN,46.589421,-93.708117
725,duograph,N/A,43.425296,-73.085636
726,Cunza,MT,47.313333,-109.762502
727,plumulose,KS,38.785134,-98.102382
728,tutly,LA,29.671169,-92.643289
729,Daibutsu,NM,33.911217,-105.86312
730,uncontaminable,AZ,33.311094,-111.410962
731,stereotypy,MT,47.313333,-109.762502
732,jerkish,OK,35.417152,-96.413291
733,rhythmizable,NH,44.510675,-70.607969
734,beedom,NJ,38.972055,-75.76791
735,hydrocarbon,CO,38.728398,-105.734071
736,intractile,KS,38.785134,-98.102382
737,aphyllous,ND,47.470136,-99.485854
738,puckrel,CO,38.728398,-105.734071
739,goldweed,VA,38.749076,-77.684586
740,apostatically,NM,33.911217,-105.86312
741,demesmerize,PA,41.816814,-77.758577
742,fibromatoid,GA,32.69705,-82.8099
743,prededicate,N/A,42.687335,-70.592981
744,hydrolyzable,CA,37.338709,-118.425692
745,antimonious,CO,38.728398,-105.734071
746,underorseman,DE,38.632763,-74.796808
747,cyanauric,TX,31.850459,-100.575033
748,unconvincedness,VA,38.749076,-77.684586
749,Atacameno,VA,38.749076,-77.684586
750,tunelessness,CT,41.385011,-71.761118
751,Baure,TN,36.489038,-87.150089
752,whoreson,DE,38.632763,-74.796808
753,puritanical,LA,29.671169,-92.643289
754,astrofel,WY,43.469355,-106.719711
755,sheafripe,CA,37.338709,-118.425692
756,mistakableness,SC,34.825736,-80.940043
757,coachee,NM,33.911217,-105.86312
758,binal,MI,43.778586,-84.178101
759,Porphyraceae,AL,32.238621,-86.634725
760,transcendentalist,IN,40.198988,-85.969526
761,bigamic,WV,39.135357,-79.971123
762,sexdigital,ID,43.22038,-115.126167
763,Cryptophagidae,N/A,42.27911,-75.091934
764,Pelycosauria,NY,42.27911,-75.091934
765,grouze,NH,44.510675,-70.607969
766,guardhouse,OH,40.274536,-83.800318
767,candlewaster,TX,31.850459,-100.575033
768,buffware,N/A,32.238621,-86.634725
769,semiregular,WV,39.135357,-79.971123
770,pricks,TX,31.850459,-100.575033
771,dingy,N/A,48.190208,-120.139024
772,phylogenetically,AK,65.556618,-153.846065
773,Microdrili,TN,36.489038,-87.150089
774,antrum,NE,40.635552,-100.304088
775,incautiously,NH,44.510675,-70.607969
776,nyctinastic,PA,41.816814,-77.758577
777,noncurtailment,AR,35.752108,-92.908908
778,segregable,NY,42.27911,-75.091934
779,xenotime,OR,43.923863,-121.494144
780,femalize,MI,43.778586,-84.178101
781,superinquisitive,TN,36.489038,-87.150089
782,prior,NY,42.27911,-75.091934
783,augmented,OR,43.923863,-121.494144
784,improvisation,OK,35.417152,-96.413291
785,preadopt,NC,35.806799,-80.785162
786,osteochondrofibroma,NH,44.510675,-70.607969
787,subpial,ME,45.662978,-68.055975
788,heortology,MI,43.778586,-84.178101
789,palimpsest,FL,28.4608,-81.728756
790,septogerm,GA,32.69705,-82.8099
791,geothermic,TN,36.489038,-87.150089
792,barpost,AR,35.752108,-92.908908
793,Spartacan,N/A,31.850459,-100.575033
794,picturesque,N/A,40.274536,-83.800318
795,bibliographical,RI,42.23523,-70.950071
796,deuced,GA,32.69705,-82.8099
797,dijudicate,AR,35.752108,-92.908908
798,snirl,N/A,43.778586,-84.178101
799,Mandaic,N/A,39.315531,-112.359678
800,cumaceous,SD,43.986953,-100.933939
801,fructiferously,WY,43.469355,-106.719711
802,nondeliberation,PA,41.816814,-77.758577
803,ebullition,N/A,48.190208,-120.139024
804,bothy,VA,38.749076,-77.684586
805,nonhygrometric,AL,32.238621,-86.634725
806,procatarctic,ID,43.22038,-115.126167
807,unsuit,MS,33.71764,-89.748961
808,featherman,FL,28.4608,-81.728756
809,colorable,DE,38.632763,-74.796808
810,purpuroxanthin,MD,39.961934,-77.585399
811,ethnogenic,RI,42.23523,-70.950071
812,unprovableness,DE,38.632763,-74.796808
813,baldish,ND,47.470136,-99.485854
814,moanless,N/A,38.632763,-74.796808
815,soddite,NE,40.635552,-100.304088
816,madam,OK,35.417152,-96.413291
817,dimer,MA,42.687335,-70.592981
818,turbinate,N/A,42.687335,-70.592981
819,schnitzel,ID,43.22038,-115.126167
820,pericolpitis,VT,43.425296,-73.085636
821,hobbyhorsically,N/A,38.301227,-93.123587
822,postpharyngeal,N/A,35.752108,-92.908908
823,crewel,NH,44.510675,-70.607969
824,sero,NV,39.676664,-116.57882
825,consentingness,MN,46.589421,-93.708117
826,shattering,FL,28.4608,-81.728756
827,unpanel,NH,44.510675,-70.607969
828,porthouse,TX,31.850459,-100.575033
829,refractometric,N/A,42.23523,-70.950071
830,delirious,KY,38.621066,-83.629553
831,han,MT,47.313333,-109.762502
832,confine,N/A,38.728398,-105.734071
833,Jupiter,N/A,36.489038,-87.150089
834,gastronomy,AZ,33.311094,-111.410962
835,bronchomucormycosis,OK,35.417152,-96.413291
836,tomorrowness,N/A,41.816814,-77.758577
837,pleuric,NM,33.911217,-105.86312
838,unrepair,TX,31.850459,-100.575033
839,hippopod,N/A,40.039841,-89.169822
840,guara,SC,34.825736,-80.940043
841,lurdan,N/A,42.23523,-70.950071
842,oecodomic,NY,42.27911,-75.091934
843,inscibile,NM,33.911217,-105.86312
844,Rytina,KY,38.621066,-83.629553
845,Kiowan,WA,48.190208,-120.139024
846,ascertainable,NJ,38.972055,-75.76791
847,finis,KS,38.785134,-98.102382
848,axiopisty,SC,34.825736,-80.940043
849,Allotriognathi,MO,38.301227,-93.123587
850,congeree,ND,47.470136,-99.485854
851,peckly,MD,39.961934,-77.585399
852,beryl,IA,41.85447,-94.461398
853,whalish,MS,33.71764,-89.748961
854,Balsamorrhiza,N/A,31.850459,-100.575033
855,wauve,NC,35.806799,-80.785162
856,undescribably,MI,43.778586,-84.178101
857,spokeless,WY,43.469355,-106.719711
858,interzone,DE,38.632763,-74.796808
859,Itelmes,MS,33.71764,-89.748961
860,sillyhow,NV,39.676664,-116.57882
861,extrazodiacal,N/A,43.22038,-115.126167
862,anoplotherioid,MA,42.687335,-70.592981
863,wloka,WY,43.469355,-106.719711
864,Adlumia,MO,38.301227,-93.123587
865,hoodwinker,N/A,43.469355,-106.719711
866,hellroot,FL,28.4608,-81.728756
867,stallenger,TN,36.489038,-87.150089
868,hypsochromy,NH,44.510675,-70.607969
869,chunky,DE,38.632763,-74.796808
870,contextured,WV,39.135357,-79.971123
871,oversaturation,N/A,33.311094,-111.410962
872,vendettist,NE,40.635552,-100.304088
873,irresoluteness,WA,48.190208,-120.139024
874,assist,N/A,38.621066,-83.629553
875,trachelagra,N/A,38.621066,-83.629553
876,oxfly,WI,43.74468,-90.21
877,Jonah,N/A,43.425296,-73.085636
878,psychodispositional,AR,35.752108,-92.908908
879,gynethusia,DE,38.632763,-74.796808
880,Jezebel,CA,37.338709,-118.425692
881,transiter,AL,32.238621,-86.634725
882,retransformation,GA,32.69705,-82.8099
883,uninvalidated,LA,29.671169,-92.643289
884,headrest,OH,40.274536,-83.800318
885,aphodus,N/A,39.135357,-79.971123
886,phytoserologic,MI,43.778586,-84.178101
887,plexus,WA,48.190208,-120.139024
888,centesimo,FL,28.4608,-81.728756
889,cytitis,NE,40.635552,-100.304088
890,diallagoid,DE,38.632763,-74.796808
891,yesterday,N/A,43.74468,-90.21
892,hypercorrectness,OK,35.417152,-96.413291
893,noncatholicity,NY,42.27911,-75.091934
894,uropyloric,N/A,38.621066,-83.629553
895,letterin,MI,43.778586,-84.178101
896,superdebt,N/A,41.816814,-77.758577
897,strophaic,FL,28.4608,-81.728756
898,byssal,NY,42.27911,-75.091934
899,renderable,ID,43.22038,-115.126167
900,niklesite,NM,33.911217,-105.86312
901,stairhead,MI,43.778586,-84.178101
902,derogative,N/A,38.749076,-77.684586
903,flagman,NV,39.676664,-116.57882
904,multiferous,N/A,38.301227,-93.123587
905,Cynthius,VT,43.425296,-73.085636
906,Boro,VA,38.749076,-77.684586
907,forsakenness,WY,43.469355,-106.719711
908,upgale,N/A,35.806799,-80.785162
909,hurtingest,MI,43.778586,-84.178101
910,Achilleid,NM,33.911217,-105.86312
911,commix,NE,40.635552,-100.304088
912,Machiavellian,ID,43.22038,-115.126167
913,perfunctorily,N/A,39.961934,-77.585399
914,overpicture,IA,41.85447,-94.461398
915,unextenuated,SC,34.825736,-80.940043
916,sphygmia,TN,36.489038,-87.150089
917,Sanskritic,N/A,33.71764,-89.748961
918,pettichaps,OR,43.923863,-121.494144
919,uptrack,OK,35.417152,-96.413291
920,passive,CT,41.385011,-71.761118
921,ultrainvolved,ME,45.662978,-68.055975
922,unobstructedness,N/A,40.039841,-89.169822
923,Brian,KY,38.621066,-83.629553
924,undewed,N/A,37.338709,-118.425692
925,proctorization,N/A,39.135357,-79.971123
926,pseudorheumatic,AK,65.556618,-153.846065
927,crepitous,WY,43.469355,-106.719711
928,exocoelar,N/A,37.338709,-118.425692
929,gasworks,LA,29.671169,-92.643289
930,Kadmi,VA,38.749076,-77.684586
931,legger,MO,38.301227,-93.123587
932,tomish,N/A,32.69705,-82.8099
933,Protorthoptera,AZ,33.311094,-111.410962
934,unheeled,AZ,33.311094,-111.410962
935,enormously,RI,42.23523,-70.950071
936,noninflammability,AR,35.752108,-92.908908
937,grazeable,TN,36.489038,-87.150089
938,noncompounder,AZ,33.311094,-111.410962
939,vail,ND,47.470136,-99.485854
940,draftswoman,WI,43.74468,-90.21
941,jeery,RI,42.23523,-70.950071
942,Fierabras,TX,31.850459,-100.575033
943,hals,CA,37.338709,-118.425692
944,subelementary,N/A,42.687335,-70.592981
945,pseudoskeletal,FL,28.4608,-81.728756
946,marginoplasty,AL,32.238621,-86.634725
947,inexplosive,KS,38.785134,-98.102382
948,pityriasis,N/A,33.71764,-89.748961
949,Maghribi,VA,38.749076,-77.684586
950,Azerbaijani,IA,41.85447,-94.461398
951,helpfulness,FL,28.4608,-81.728756
952,underfreight,MA,42.687335,-70.592981
953,interorbitally,SC,34.825736,-80.940043
954,psychopannychy,VT,43.425296,-73.085636
955,dunder,WA,48.190208,-120.139024
956,unpaneled,SC,34.825736,-80.940043
957,contentious,N/A,40.039841,-89.169822
958,incorruptibility,MA,42.687335,-70.592981
959,symbiontic,LA,29.671169,-92.643289
960,libation,MS,33.71764,-89.748961
961,Perissodactyla,MD,39.961934,-77.585399
962,boccarella,MS,33.71764,-89.748961
963,progressionally,IL,40.039841,-89.169822
964,niellated,WA,48.190208,-120.139024
965,stormlike,NE,40.635552,-100.304088
966,cuproammonium,KY,38.621066,-83.629553
967,pilgrimess,LA,29.671169,-92.643289
968,uterotomy,KY,38.621066,-83.629553
969,pseudosopher,AR,35.752108,-92.908908
970,Arvicola,HI,19.349615,-155.81074
971,noncognitive,SC,34.825736,-80.940043
972,dipolarization,ID,43.22038,-115.126167
973,unbegirded,GA,32.69705,-82.8099
974,dunnock,OR,43.923863,-121.494144
975,repellant,NC,35.806799,-80.785162
976,externalize,N/A,41.85447,-94.461398
977,noncoloring,N/A,38.749076,-77.684586
978,chondroitic,N/A,42.687335,-70.592981
979,fisc,N/A,33.911217,-105.86312
980,cyclometry,AR,35.752108,-92.908908
981,casaba,NH,44.510675,-70.607969
982,inelaborated,FL,28.4608,-81.728756
983,phiallike,RI,42.23523,-70.950071
984,labiocervical,OK,35.417152,-96.413291
985,consuetitude,MN,46.589421,-93.708117
986,gibbals,NY,42.27911,-75.091934
987,send,WY,43.469355,-106.719711
988,potpie,N/A,35.752108,-92.908908
989,toyshop,N/A,41.385011,-71.761118
990,dertrum,NM,33.911217,-105.86312
991,semiconscious,NV,39.676664,-116.57882
992,Corallium,TN,36.489038,-87.150089
993,nondedication,NV,39.676664,-116.57882
994,lifesaver,N/A,43.469355,-106.719711
995,prelation,IN,40.198988,-85.969526
996,duckwife,N/A,43.469355,-106.719711
997,trickless,N/A,39.135357,-79.971123
998,Kanarese,AR,35.752108,-92.908908
999,flunkeyize,IL,40.039841,-89.169822
1000,overpressure,VA,38.749076,-77.684586
